,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,SEASON_EXP,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,SALARY,AGE
1630596.0,Evan Mobley,Cavaliers,Center,186.23,97.52,USA,2001-06-18,0,3,69,33.8,15.0,8.3,2.5,0.8,1.7,8075160,"20 years, 10 months, 7 days"
1628370.0,Malik Monk,Lakers,Guard,192.02,90.72,USA,1998-02-04,4,11,309,20.4,10.3,2.3,2.0,0.5,0.2,1789256,"24 years, 2 months, 20 days"
202328.0,Greg Monroe,Timberwolves,Forward,185.93,113.4,USA,1990-06-04,11,7,646,27.4,13.0,8.2,2.1,1.1,0.6,55208,"31 years, 10 months, 24 days"
1630541.0,Moses Moody,Warriors,Guard,198.12,95.71,USA,2002-05-31,0,14,52,11.7,4.4,1.5,0.4,0.1,0.2,3562080,"19 years, 10 months, 25 days"
1629875.0,Xavier Moon,Clippers,Guard,188.98,74.84,USA,1995-01-02,0,Undrafted,10,13.7,5.8,1.4,2.4,0.7,0.3,0,"27 years, 3 months, 24 days"
1629630.0,Ja Morant,Grizzlies,Guard,192.02,78.93,USA,1999-08-10,2,2,187,32.2,21.2,4.5,7.1,1.0,0.3,9603360,"22 years, 8 months, 16 days"
1629752.0,Juwan Morgan,Celtics,Forward,204.22,105.23,USA,1997-04-17,2,Undrafted,52,6.0,1.5,1.2,0.3,0.1,0.1,19186,"25 years, 0 months, 9 days"
202693.0,Markieff Morris,Heat,Forward,210.31,111.13,USA,1989-09-02,10,13,715,24.8,10.9,5.2,1.6,0.8,0.5,2641691,"32 years, 7 months, 25 days"
1628420.0,Monte Morris,Nuggets,Guard,188.98,83.01,USA,1995-06-27,4,51,280,25.2,10.5,2.3,3.7,0.8,0.2,8333333,"26 years, 10 months, 0 days"
202694.0,Marcus Morris,Clippers,Forward,207.26,98.88,USA,1989-09-02,10,14,718,27.1,12.4,4.6,1.5,0.7,0.3,15627907,"32 years, 7 months, 25 days"
1630530.0,Trey Murphy,Pelicans,Forward,207.26,93.44,USA,2000-06-18,0,17,62,13.9,5.4,2.4,0.6,0.4,0.1,3053760,"21 years, 10 months, 7 days"
1627749.0,Dejounte Murray,Spurs,Guard,195.07,81.65,USA,1996-09-19,5,29,320,25.8,12.5,6.0,4.8,1.4,0.3,15428571,"25 years, 7 months, 6 days"
1627750.0,Jamal Murray,Nuggets,Guard,192.02,97.52,Canada,1997-02-23,5,7,345,30.1,16.3,3.6,3.8,1.0,0.3,31590000,"25 years, 2 months, 2 days"
203488.0,Mike Muscala,Thunder,Forward,185.93,108.86,USA,1991-07-01,8,44,432,15.5,6.2,3.2,0.9,0.3,0.5,3500000,"30 years, 9 months, 27 days"
1629004.0,Svi Mykhailiuk,Raptors,Guard,204.22,92.99,Ukraine,1997-06-10,3,47,220,17.0,6.6,1.8,1.4,0.6,0.1,1729217,"24 years, 10 months, 16 days"
1626204.0,Larry Nance,Pelicans,Forward,204.22,111.13,USA,1993-01-01,6,27,396,24.1,8.1,6.5,1.9,1.2,0.5,10690909,"29 years, 3 months, 25 days"
1630612.0,RJ Nembhard,Cavaliers,Guard,195.07,90.72,USA,1999-03-22,0,Undrafted,14,4.5,1.1,0.5,0.9,0.1,0.0,58493,"23 years, 1 months, 5 days"
1630174.0,Aaron Nesmith,Celtics,Guard,198.12,97.52,USA,1999-10-16,1,14,98,12.7,4.2,2.2,0.5,0.4,0.1,3631200,"22 years, 6 months, 10 days"
203526.0,Raul Neto,Wizards,Guard,188.98,81.65,Brazil,1992-05-19,6,47,387,16.2,6.0,1.6,2.2,0.7,0.1,2089448,"29 years, 11 months, 9 days"
1627777.0,Georges Niang,76ers,Forward,204.22,104.33,USA,1993-06-17,5,50,305,14.6,6.1,2.0,0.8,0.3,0.1,3300000,"28 years, 10 months, 10 days"
1630227.0,Daishen Nix,Rockets,Guard,195.07,102.51,USA,2002-02-13,0,Undrafted,24,10.9,3.2,1.4,1.7,0.6,0.0,292466,"20 years, 2 months, 11 days"
1630192.0,Zeke Nnaji,Nuggets,Forward,210.31,108.86,USA,2001-01-09,1,22,83,13.2,4.9,2.6,0.3,0.3,0.2,2498760,"21 years, 3 months, 15 days"
203457.0,Nerlens Noel,Knicks,Center,186.23,99.79,USA,1994-04-10,8,6,450,22.4,7.3,6.2,1.1,1.3,1.5,8800000,"28 years, 0 months, 17 days"
1629669.0,Jaylen Nowell,Timberwolves,Guard,195.07,91.17,USA,1999-07-09,2,43,119,15.8,8.1,1.9,1.8,0.4,0.2,1782621,"22 years, 9 months, 18 days"
1628373.0,Frank Ntilikina,Mavericks,Guard,195.07,90.72,France,1998-07-28,4,8,269,17.9,5.2,1.8,2.3,0.7,0.2,1789256,"23 years, 8 months, 29 days"
1629134.0,Kendrick Nunn,Lakers,Guard,188.98,86.18,USA,1995-08-03,3,Undrafted,123,29.4,15.0,2.9,3.0,0.9,0.2,5000000,"26 years, 8 months, 24 days"
203994.0,Jusuf Nurkic,Trail Blazers,Center,186.23,131.54,Bosnia and Herzegovina,1994-08-23,7,16,411,23.9,12.2,8.5,2.2,0.9,1.2,12000000,"27 years, 8 months, 4 days"
1628021.0,David Nwaba,Rockets,Guard,198.12,99.34,USA,1993-01-14,5,Undrafted,237,19.3,6.8,3.7,1.0,0.7,0.4,4650000,"29 years, 3 months, 12 days"
1629670.0,Jordan Nwora,Bucks,Forward,207.26,102.06,USA,1998-09-09,1,45,92,15.9,7.2,3.1,0.7,0.5,0.3,1517981,"23 years, 7 months, 16 days"
1626220.0,Royce O'Neale,Jazz,Forward,198.12,102.51,USA,1993-06-05,4,Undrafted,370,25.7,6.2,4.8,2.1,0.8,0.4,8678571,"28 years, 10 months, 22 days"
1629643.0,Chuma Okeke,Magic,Forward,201.17,103.87,USA,1998-08-18,1,16,115,25.1,8.3,4.6,1.9,1.3,0.6,3277080,"23 years, 8 months, 8 days"
1629006.0,Josh Okogie,Timberwolves,Guard,195.07,96.62,Nigeria,1998-09-01,3,20,244,20.6,6.4,2.9,1.1,1.0,0.4,4087904,"23 years, 7 months, 24 days"
1630168.0,Onyeka Okongwu,Hawks,Forward,207.26,108.86,USA,2000-12-11,1,6,98,16.3,6.3,4.6,0.7,0.6,0.9,6104280,"21 years, 4 months, 14 days"
1630171.0,Isaac Okoro,Cavaliers,Forward,198.12,102.06,USA,2001-01-26,1,5,134,31.0,9.2,3.0,1.9,0.9,0.3,6720720,"21 years, 2 months, 28 days"
203506.0,Victor Oladipo,Heat,Guard,195.07,96.62,USA,1992-05-04,8,2,462,32.8,17.4,4.6,3.9,1.6,0.5,2389641,"29 years, 11 months, 24 days"
203482.0,Kelly Olynyk,Pistons,Forward,186.23,108.86,Canada,1991-04-19,8,13,610,22.0,10.1,5.1,2.0,0.8,0.5,12195122,"31 years, 0 months, 9 days"
1626224.0,Cedi Osman,Cavaliers,Forward,204.22,104.33,Turkey,1995-04-08,4,31,327,24.5,10.0,3.2,2.1,0.7,0.1,8050000,"27 years, 0 months, 19 days"
1626162.0,Kelly Oubre,Hornets,Forward,201.17,92.08,USA,1995-12-09,6,15,479,25.2,12.0,4.3,1.0,0.9,0.5,12000000,"26 years, 4 months, 18 days"
1629672.0,Eric Paschall,Jazz,Forward,201.17,115.67,USA,1996-11-04,2,41,158,19.5,9.8,3.2,1.4,0.3,0.2,1782621,"25 years, 5 months, 21 days"
101108.0,Chris Paul,Suns,Guard,182.88,79.38,USA,1985-05-06,16,4,1155,34.5,18.1,4.5,9.5,2.1,0.1,30800000,"36 years, 11 months, 24 days"
1626166.0,Cameron Payne,Suns,Guard,185.93,83.01,USA,1994-08-08,6,14,279,17.9,7.6,2.2,3.2,0.7,0.2,6500000,"27 years, 8 months, 19 days"
203901.0,Elfrid Payton,Suns,Guard,192.02,88.45,USA,1994-02-22,7,10,500,26.8,10.1,4.0,5.7,1.2,0.3,2239544,"28 years, 2 months, 4 days"
1627780.0,Gary Payton,Warriors,Guard,192.02,88.45,USA,1992-12-01,5,Undrafted,142,14.5,5.2,2.8,1.1,1.0,0.3,1939350,"29 years, 4 months, 25 days"
1629033.0,Theo Pinson,Mavericks,Guard,198.12,96.16,USA,1995-11-05,3,Undrafted,87,8.7,2.9,1.3,1.1,0.3,0.1,0,"26 years, 5 months, 21 days"
203486.0,Mason Plumlee,Hornets,Forward,186.23,115.21,USA,1990-03-05,8,22,661,22.3,8.3,6.6,2.4,0.8,0.9,8137500,"32 years, 1 months, 24 days"
1627751.0,Jakob Poeltl,Spurs,Center,216.41,111.13,Austria,1995-10-15,5,9,416,20.2,7.3,6.1,1.4,0.5,1.3,8750000,"26 years, 6 months, 12 days"
1630197.0,Aleksej Pokusevski,Thunder,Forward,213.36,86.18,Serbia,2001-12-26,1,17,106,21.9,7.8,5.0,2.2,0.6,0.8,3113160,"20 years, 3 months, 29 days"
1629673.0,Jordan Poole,Warriors,Guard,195.07,88.0,USA,1999-06-19,2,28,184,24.7,13.7,2.6,2.9,0.7,0.2,2161440,"22 years, 10 months, 7 days"
1629645.0,Kevin Porter,Rockets,Guard,195.07,92.08,USA,2000-05-04,2,30,137,28.5,13.7,3.9,4.7,1.0,0.3,2130240,"21 years, 11 months, 22 days"
1629008.0,Michael Porter,Nuggets,Forward,185.93,98.88,USA,1998-06-29,3,14,125,24.6,14.1,6.1,1.1,0.6,0.6,5258735,"23 years, 9 months, 27 days"
203490.0,Otto Porter,Warriors,Forward,207.26,89.81,USA,1993-06-03,8,3,504,26.0,10.6,5.1,1.5,1.1,0.4,2389641,"28 years, 10 months, 24 days"
1626171.0,Bobby Portis,Bucks,Forward,185.93,113.4,USA,1995-02-10,6,22,453,21.7,11.1,6.6,1.2,0.6,0.4,4347600,"27 years, 2 months, 15 days"
204001.0,Kristaps Porzingis,Wizards,Forward,222.5,108.86,Latvia,1995-08-02,6,4,337,30.8,18.9,7.9,1.6,0.7,1.9,31650600,"26 years, 8 months, 25 days"
203939.0,Dwight Powell,Mavericks,Forward,185.93,108.86,Canada,1991-07-20,7,45,511,19.0,7.7,4.6,1.0,0.6,0.5,11000000,"30 years, 9 months, 9 days"
1626181.0,Norman Powell,Clippers,Guard,192.02,97.52,USA,1993-05-25,6,46,421,22.4,11.3,2.6,1.5,0.8,0.3,15517242,"28 years, 11 months, 3 days"
1630563.0,Joshua Primo,Spurs,Guard,195.07,85.73,Canada,2002-12-24,0,12,50,19.3,5.8,2.3,1.6,0.4,0.5,3946800,"19 years, 4 months, 1 days"
1627752.0,Taurean Prince,Timberwolves,Forward,201.17,98.88,USA,1994-03-22,5,12,370,24.2,10.5,3.9,1.7,0.8,0.4,15057692,"28 years, 1 months, 6 days"
1630202.0,Payton Pritchard,Celtics,Guard,185.93,88.45,USA,1998-01-28,1,26,137,16.6,6.9,2.1,1.9,0.5,0.1,2137440,"24 years, 2 months, 27 days"
1630193.0,Immanuel Quickley,Knicks,Guard,192.02,86.18,USA,1999-06-17,1,25,142,21.5,11.4,2.7,2.8,0.6,0.1,2210640,"22 years, 10 months, 9 days"
203944.0,Julius Randle,Knicks,Forward,207.26,113.4,USA,1994-11-29,7,7,518,31.2,17.7,9.3,3.6,0.7,0.5,19800000,"27 years, 4 months, 27 days"
1630559.0,Austin Reaves,Lakers,Guard,198.12,89.36,USA,1998-05-29,0,Undrafted,61,23.2,7.3,3.2,1.8,0.5,0.3,925258,"23 years, 10 months, 28 days"
1629629.0,Cam Reddish,Knicks,Forward,207.26,98.43,USA,1999-09-01,2,10,133,24.9,10.5,3.2,1.3,1.1,0.4,4670160,"22 years, 7 months, 24 days"
1628432.0,Davon Reed,Nuggets,Guard,198.12,93.44,USA,1995-06-11,4,32,79,12.1,3.6,1.9,0.9,0.4,0.1,0,"26 years, 10 months, 16 days"
1630194.0,Paul Reed,76ers,Forward,210.31,95.25,USA,1999-06-14,1,58,64,7.5,3.2,2.4,0.4,0.7,0.4,1517981,"22 years, 10 months, 12 days"
1629675.0,Naz Reid,Timberwolves,Center,210.31,119.75,USA,1999-08-26,2,Undrafted,177,17.3,9.5,4.2,1.0,0.5,1.0,1782621,"22 years, 8 months, 0 days"
1630208.0,Nick Richards,Hornets,Center,213.36,111.13,Jamaica,1997-11-29,1,42,68,6.3,2.4,1.4,0.2,0.1,0.3,1517981,"24 years, 4 months, 26 days"
1626196.0,Josh Richardson,Spurs,Guard,198.12,90.72,USA,1993-09-15,6,40,438,29.8,12.0,3.1,2.7,1.1,0.6,11615328,"28 years, 7 months, 11 days"
203085.0,Austin Rivers,Nuggets,Guard,195.07,90.72,USA,1992-08-01,9,10,655,24.2,8.8,2.1,2.2,0.7,0.2,2401537,"29 years, 8 months, 26 days"
1629130.0,Duncan Robinson,Heat,Forward,204.22,97.52,USA,1994-04-22,3,Undrafted,239,27.7,11.9,2.9,1.5,0.5,0.2,15560000,"28 years, 0 months, 5 days"
1629011.0,Mitchell Robinson,Knicks,Center,213.36,108.86,USA,1998-04-01,3,36,230,23.8,8.4,7.5,0.6,0.9,2.0,1802057,"24 years, 0 months, 25 days"
1630526.0,Jeremiah Robinson-Earl,Thunder,Forward,207.26,109.77,USA,2000-11-03,0,32,49,22.2,7.5,5.6,1.0,0.6,0.3,2000000,"21 years, 5 months, 21 days"
1629676.0,Isaiah Roby,Thunder,Forward,207.26,104.33,USA,1998-02-03,2,45,109,21.9,9.1,5.1,1.6,0.8,0.7,1782621,"24 years, 2 months, 21 days"
200765.0,Rajon Rondo,Cavaliers,Guard,185.93,81.65,USA,1986-02-22,15,21,957,29.9,9.8,4.5,7.9,1.6,0.1,2641691,"36 years, 2 months, 6 days"
201565.0,Derrick Rose,Knicks,Guard,188.98,90.72,USA,1988-10-04,13,1,672,31.7,18.2,3.3,5.4,0.8,0.3,13445120,"33 years, 6 months, 24 days"
203082.0,Terrence Ross,Magic,Guard,201.17,93.44,USA,1991-02-05,9,8,670,24.8,11.2,2.8,1.3,0.8,0.3,12500000,"31 years, 2 months, 21 days"
1626179.0,Terry Rozier,Hornets,Guard,185.93,86.18,USA,1994-03-17,6,16,477,26.1,12.7,3.9,3.2,0.9,0.2,17905263,"28 years, 1 months, 11 days"
201937.0,Ricky Rubio,Pacers,Guard,188.98,86.18,Spain,1990-10-21,10,5,665,30.3,11.1,4.2,7.6,1.8,0.1,17809524,"31 years, 6 months, 7 days"
1626156.0,D'Angelo Russell,Timberwolves,Guard,195.07,87.54,USA,1996-02-23,6,2,424,29.4,17.7,3.5,5.6,1.1,0.3,30013500,"26 years, 2 months, 3 days"
1627734.0,Domantas Sabonis,Kings,Forward,186.23,108.86,Lithuania,1996-05-03,5,11,415,28.4,14.4,9.2,3.6,0.7,0.4,18562500,"25 years, 11 months, 24 days"
203967.0,Dario Saric,Suns,Forward,185.93,102.06,Croatia,1994-04-08,5,12,356,25.2,11.7,5.9,2.0,0.6,0.2,9000000,"28 years, 0 months, 19 days"
203107.0,Tomas Satoransky,Wizards,Guard,204.22,95.25,Czech Republic,1991-10-30,5,32,388,22.2,6.9,2.9,4.1,0.8,0.2,10468119,"30 years, 5 months, 28 days"
1630648.0,Jordan Schakel,Wizards,Guard,201.17,90.72,USA,1998-06-13,0,Undrafted,4,7.6,1.3,2.0,0.0,0.3,0.0,0,"23 years, 10 months, 13 days"
1629678.0,Admiral Schofield,Magic,Forward,198.12,109.32,United Kingdom,1997-03-30,2,42,71,11.8,3.5,1.9,0.6,0.2,0.1,0,"25 years, 0 months, 27 days"
203471.0,Dennis Schroder,Rockets,Guard,185.93,78.02,Germany,1993-09-15,8,17,621,26.5,14.2,2.9,4.7,0.8,0.1,5890000,"28 years, 7 months, 11 days"
1630578.0,Alperen Sengun,Rockets,Center,185.93,110.22,Turkey,2002-07-25,0,16,72,20.7,9.6,5.5,2.6,0.8,0.9,3214680,"19 years, 9 months, 1 days"
1629012.0,Collin Sexton,Cavaliers,Guard,185.93,86.18,USA,1999-01-04,3,8,218,32.9,20.0,3.0,3.3,0.8,0.1,6349671,"23 years, 3 months, 21 days"
1629013.0,Landry Shamet,Suns,Guard,195.07,86.18,USA,1997-03-13,3,26,262,23.3,9.0,1.8,1.6,0.4,0.1,3768342,"25 years, 1 months, 14 days"
1630549.0,Day'Ron Sharpe,Nets,Forward,210.31,120.2,USA,2001-11-06,0,29,32,12.2,6.2,5.0,0.5,0.3,0.5,2009040,"20 years, 5 months, 18 days"
1627783.0,Pascal Siakam,Raptors,Forward,207.26,104.33,Cameroon,1994-04-02,5,27,400,29.5,15.7,6.3,3.1,0.9,0.7,31320000,"28 years, 0 months, 25 days"
1627732.0,Ben Simmons,Nets,Guard,186.23,108.86,Australia,1996-07-20,5,1,275,33.9,15.9,8.1,7.7,1.7,0.7,31590000,"25 years, 9 months, 7 days"
1630250.0,Marko Simonovic,Bulls,Center,186.23,99.79,Montenegro,1999-10-15,0,44,9,3.9,1.9,1.1,0.0,0.1,0.1,925258,"22 years, 6 months, 11 days"
1629014.0,Anfernee Simons,Trail Blazers,Guard,192.02,82.1,USA,1999-06-08,3,24,211,20.7,10.2,2.2,2.0,0.4,0.1,3938818,"22 years, 10 months, 18 days"
203935.0,Marcus Smart,Celtics,Guard,195.07,99.79,USA,1994-03-06,7,6,520,29.8,10.5,3.6,4.5,1.6,0.4,14339285,"28 years, 1 months, 22 days"
202397.0,Ish Smith,Wizards,Guard,182.88,79.38,USA,1988-07-05,11,Undrafted,719,20.0,7.6,2.5,3.9,0.7,0.3,4500000,"33 years, 9 months, 23 days"
1630188.0,Jalen Smith,Pacers,Forward,185.93,97.52,USA,2000-03-16,1,10,78,13.8,6.7,4.4,0.4,0.2,0.6,4458000,"22 years, 1 months, 10 days"
1630270.0,Xavier Sneed,Jazz,Forward,198.12,97.52,USA,1997-12-21,0,Undrafted,9,4.3,0.6,0.7,0.1,0.0,0.0,0,"24 years, 4 months, 5 days"
203503.0,Tony Snell,Pelicans,Guard,201.17,96.62,USA,1991-11-10,8,20,601,21.8,6.1,2.3,1.1,0.4,0.2,2389641,"30 years, 5 months, 17 days"
1630531.0,Jaden Springer,76ers,Guard,195.07,91.63,USA,2002-09-25,0,28,2,2.8,1.0,1.0,0.0,0.0,1.0,2023800,"19 years, 7 months, 0 days"
203917.0,Nik Stauskas,Celtics,Guard,201.17,93.89,Canada,1993-10-07,7,8,343,19.5,6.7,2.0,1.5,0.4,0.2,0,"28 years, 6 months, 20 days"
202362.0,Lance Stephenson,Pacers,Forward,198.12,95.25,USA,1990-09-05,11,40,554,22.9,8.6,4.1,2.9,0.6,0.1,924730,"31 years, 7 months, 22 days"
1630205.0,Lamar Stevens,Cavaliers,Forward,201.17,104.33,USA,1997-07-09,1,Undrafted,103,14.7,5.3,2.5,0.7,0.5,0.3,1517981,"24 years, 9 months, 18 days"
1630191.0,Isaiah Stewart,Pistons,Forward,207.26,113.4,USA,2001-05-22,1,16,139,23.5,8.1,7.7,1.0,0.4,1.2,3277080,"20 years, 11 months, 4 days"
1629622.0,Max Strus,Heat,Guard,198.12,97.52,USA,1996-03-28,2,Undrafted,109,19.3,8.8,2.2,1.1,0.4,0.2,1669178,"26 years, 0 months, 29 days"
1630591.0,Jalen Suggs,Magic,Guard,198.12,92.99,USA,2001-06-03,0,5,48,27.2,11.8,3.6,4.4,1.2,0.4,6593040,"20 years, 10 months, 22 days"
1630256.0,Jae'Sean Tate,Rockets,Forward,195.07,104.33,USA,1995-10-28,1,Undrafted,148,27.7,11.6,5.4,2.7,1.1,0.5,1517981,"26 years, 5 months, 29 days"
1628369.0,Jayson Tatum,Celtics,Forward,207.26,95.25,USA,1998-03-03,4,3,365,33.4,20.9,6.6,3.0,1.1,0.7,28103550,"24 years, 1 months, 24 days"
1630678.0,Terry Taylor,Pacers,Forward,198.12,104.33,USA,1999-09-23,0,Undrafted,33,21.6,9.6,5.2,1.2,0.4,0.2,21270,"22 years, 7 months, 3 days"
202066.0,Garrett Temple,Pelicans,Guard,198.12,88.45,USA,1986-05-08,12,Undrafted,691,21.4,6.4,2.3,1.7,0.8,0.3,4910000,"35 years, 11 months, 22 days"
1630179.0,Tyrell Terry,Grizzlies,Guard,188.98,72.57,USA,2000-09-28,1,31,13,4.6,1.0,0.5,0.5,0.4,0.0,1517981,"21 years, 6 months, 27 days"
1628464.0,Daniel Theis,Celtics,Forward,210.31,111.13,Germany,1992-04-04,4,Undrafted,306,19.6,7.6,4.9,1.3,0.5,0.9,8372093,"30 years, 0 months, 23 days"
1630560.0,Cam Thomas,Nets,Guard,192.02,95.25,Japan,2001-10-13,0,27,67,17.6,8.5,2.4,1.2,0.5,0.1,2036280,"20 years, 6 months, 12 days"
202738.0,Isaiah Thomas,Hornets,Guard,179.83,83.91,USA,1989-02-07,10,60,550,28.3,17.7,2.4,4.8,0.9,0.1,276039,"33 years, 2 months, 19 days"
1629744.0,Matt Thomas,Bulls,Guard,192.02,86.18,USA,1994-08-04,2,Undrafted,126,9.7,4.0,1.2,0.5,0.2,0.0,1669178,"27 years, 8 months, 23 days"
202691.0,Klay Thompson,Warriors,Guard,201.17,99.79,USA,1990-02-08,10,11,647,32.9,19.5,3.5,2.3,0.9,0.5,37980720,"32 years, 2 months, 18 days"
202684.0,Tristan Thompson,Bulls,Center,210.31,115.21,Canada,1991-03-13,10,4,730,26.8,9.0,8.4,1.0,0.5,0.7,10720900,"31 years, 1 months, 16 days"
1630550.0,JT Thor,Hornets,Forward,210.31,92.08,USA,2002-08-26,0,37,33,7.9,2.0,1.3,0.6,0.2,0.3,1250000,"19 years, 7 months, 29 days"
1629680.0,Matisse Thybulle,76ers,Guard,198.12,91.17,USA,1997-03-04,2,20,196,21.8,4.8,1.9,1.1,1.6,1.0,2840160,"25 years, 1 months, 23 days"
1629681.0,Killian Tillie,Grizzlies,Forward,210.31,99.79,France,1998-03-05,1,Undrafted,54,11.9,3.2,1.6,0.6,0.5,0.4,2000000,"24 years, 1 months, 22 days"
1630214.0,Xavier Tillman,Grizzlies,Forward,207.26,111.13,USA,1999-01-12,1,35,112,15.9,5.7,3.7,1.2,0.8,0.4,1517981,"23 years, 3 months, 13 days"
1630225.0,Isaiah Todd,Wizards,Forward,210.31,99.34,USA,2001-10-17,0,31,12,6.2,1.7,1.0,0.3,0.3,0.2,1500000,"20 years, 6 months, 8 days"
1630167.0,Obi Toppin,Knicks,Forward,210.31,99.79,USA,1998-03-04,1,8,134,14.3,6.7,3.0,0.8,0.3,0.4,5105160,"24 years, 1 months, 23 days"
1629308.0,Juan Toscano-Anderson,Warriors,Forward,201.17,94.8,USA,1993-04-10,2,Undrafted,139,17.1,4.8,3.3,2.2,0.7,0.3,1701593,"29 years, 0 months, 17 days"
1626157.0,Karl-Anthony Towns,Timberwolves,Center,186.23,112.49,USA,1995-11-15,6,1,482,34.2,23.2,11.3,3.1,0.8,1.4,31610000,"26 years, 5 months, 11 days"
1629018.0,Gary Trent,Raptors,Guard,198.12,94.8,USA,1999-01-18,3,37,204,27.9,13.5,2.2,1.4,1.1,0.2,16000000,"23 years, 3 months, 7 days"
200782.0,P.J. Tucker,Heat,Forward,198.12,111.13,USA,1985-05-05,15,35,777,29.0,7.1,5.6,1.5,1.1,0.3,7000000,"36 years, 11 months, 25 days"
1629730.0,Rayjon Tucker,Bucks,Guard,192.02,94.8,USA,1997-09-24,2,Undrafted,39,7.7,3.0,1.0,0.5,0.2,0.0,28779,"24 years, 7 months, 2 days"
1626167.0,Myles Turner,Pacers,Center,186.23,113.4,USA,1996-03-24,6,11,431,28.7,12.7,6.7,1.2,0.7,2.3,18000000,"26 years, 1 months, 3 days"
202685.0,Jonas Valanciunas,Pelicans,Center,186.23,120.2,Lithuania,1992-05-06,9,5,695,26.1,13.4,9.5,1.2,0.4,1.0,14000000,"29 years, 11 months, 22 days"
1627832.0,Fred VanVleet,Raptors,Guard,185.93,89.36,USA,1994-02-25,5,Undrafted,348,28.3,13.7,3.2,4.9,1.3,0.4,19675926,"28 years, 2 months, 1 days"
1629020.0,Jarred Vanderbilt,Timberwolves,Forward,210.31,97.07,USA,1999-04-03,3,41,166,18.9,5.4,6.2,1.1,1.0,0.6,4259259,"23 years, 0 months, 23 days"
1630170.0,Devin Vassell,Spurs,Guard,198.12,90.72,USA,2000-08-23,1,11,133,22.5,9.1,3.6,1.4,0.9,0.4,4235160,"21 years, 8 months, 2 days"
1629216.0,Gabe Vincent,Heat,Guard,192.02,90.72,USA,1996-06-14,2,Undrafted,127,18.3,6.7,1.5,2.2,0.7,0.1,1669178,"25 years, 10 months, 12 days"
202696.0,Nikola Vucevic,Bulls,Center,185.93,117.93,Montenegro,1990-10-24,10,16,741,30.9,16.9,10.4,2.7,0.9,0.9,24000000,"31 years, 6 months, 4 days"
1629731.0,Dean Wade,Cavaliers,Forward,210.31,103.42,USA,1996-11-20,2,Undrafted,126,18.0,5.3,3.0,1.0,0.5,0.3,1782621,"25 years, 5 months, 5 days"
1630532.0,Franz Wagner,Magic,Forward,185.93,99.79,Germany,2001-08-27,0,8,79,30.7,15.2,4.5,2.9,0.9,0.4,5007840,"20 years, 7 months, 28 days"
1629021.0,Moritz Wagner,Magic,Forward,186.23,111.13,Germany,1997-04-26,3,25,196,15.1,7.5,3.5,1.1,0.4,0.3,1729217,"25 years, 0 months, 0 days"
1630688.0,Ish Wainright,Suns,Forward,198.12,113.4,USA,1994-09-12,0,Undrafted,45,8.0,2.4,1.2,0.3,0.4,0.1,8558,"27 years, 7 months, 14 days"
202689.0,Kemba Walker,Knicks,Guard,182.88,83.46,USA,1990-05-08,10,9,741,33.3,19.5,3.8,5.3,1.2,0.4,34967442,"31 years, 11 months, 21 days"
1629022.0,Lonnie Walker,Spurs,Guard,195.07,92.53,USA,1998-12-14,3,18,208,20.4,9.4,2.4,1.6,0.5,0.2,4447896,"23 years, 4 months, 12 days"
202322.0,John Wall,Rockets,Guard,192.02,95.25,USA,1990-09-06,11,1,613,35.6,19.1,4.3,9.1,1.7,0.7,44310840,"31 years, 7 months, 21 days"
203933.0,T.J. Warren,Pacers,Forward,207.26,99.79,USA,1993-09-05,7,14,332,28.8,15.5,4.1,1.2,1.0,0.5,12690000,"28 years, 7 months, 21 days"
1629023.0,P.J. Washington,Hornets,Forward,204.22,104.33,USA,1998-08-23,2,12,187,29.3,11.8,5.7,2.3,0.9,1.0,4215120,"23 years, 8 months, 3 days"
1630613.0,Duane Washington,Pacers,Guard,192.02,89.36,Germany,2000-03-24,0,Undrafted,48,20.2,9.9,1.7,1.8,0.5,0.1,21270,"22 years, 1 months, 2 days"
1629139.0,Yuta Watanabe,Raptors,Guard,210.31,97.52,Japan,1994-10-13,3,Undrafted,121,12.0,3.8,2.5,0.6,0.4,0.3,1762769,"27 years, 6 months, 14 days"
1630570.0,Trendon Watford,Trail Blazers,Forward,207.26,107.5,USA,2000-11-09,0,Undrafted,48,18.1,7.6,4.1,1.7,0.5,0.6,260561,"21 years, 5 months, 15 days"
1629683.0,Quinndary Weatherspoon,Warriors,Guard,192.02,92.99,USA,1996-09-10,2,49,42,6.5,2.1,0.8,0.6,0.3,0.1,0,"25 years, 7 months, 15 days"
201566.0,Russell Westbrook,Lakers,Guard,192.02,90.72,USA,1988-11-12,13,4,1021,34.7,22.8,7.4,8.4,1.7,0.3,44211146,"33 years, 5 months, 15 days"
1629632.0,Coby White,Bulls,Guard,195.07,88.45,USA,2000-02-16,2,7,195,28.2,13.7,3.6,3.5,0.6,0.2,5837760,"22 years, 2 months, 9 days"
1628401.0,Derrick White,Celtics,Guard,195.07,86.18,USA,1994-07-02,4,29,263,25.9,11.5,3.3,3.8,0.8,0.8,15178571,"27 years, 9 months, 25 days"
